<<<<<<< HEAD
6:12:09 20181229-0373期方案1已投注，倍数19，模拟
6:12:09 20181229-0373期方案2已投注，倍数19，模拟
6:12:09 20181229-0373期方案5已投注，倍数19，模拟
6:13:15 20181229-0374期方案1已投注，倍数86，模拟
6:13:15 20181229-0374期方案5已投注，倍数86，模拟
6:14:14 回头，下次盈利回头37.18001
6:14:16 20181229-0375期方案8已投注，倍数19，模拟
6:15:12 20181229-0376期方案8已投注，倍数86，模拟
6:16:11 回头，下次盈利回头39.16401
6:16:13 20181229-0377期没有可投注的方案
6:17:08 20181229-0378期方案1已投注，倍数19，模拟
6:18:13 回头，下次盈利回头40.19001
6:18:15 20181229-0379期没有可投注的方案
6:19:15 20181229-0380期方案8已投注，倍数19，模拟
6:20:11 20181229-0381期方案8已投注，倍数86，模拟
6:20:11 20181229-0381期方案10已投注，倍数19，模拟
6:21:10 回头，下次盈利回头43.20001
6:21:12 20181229-0382期没有可投注的方案
6:22:12 20181229-0383期方案9已投注，倍数19，模拟
6:23:11 回头，下次盈利回头44.22601
6:23:13 20181229-0384期方案5已投注，倍数19，模拟
6:23:13 20181229-0384期方案10已投注，倍数19，模拟
6:24:12 回头，下次盈利回头46.27801
6:24:14 20181229-0385期方案3已投注，倍数19，模拟
6:25:15 20181229-0386期方案1已投注，倍数19，模拟
6:25:15 20181229-0386期方案2已投注，倍数19，模拟
6:25:15 20181229-0386期方案3已投注，倍数86，模拟
6:25:15 20181229-0386期方案6已投注，倍数19，模拟
6:26:10 20181229-0387期方案1已投注，倍数86，模拟
6:26:10 20181229-0387期方案2已投注，倍数86，模拟
6:26:10 20181229-0387期方案8已投注，倍数19，模拟
6:26:10 20181229-0387期方案10已投注，倍数19，模拟
6:27:11 20181229-0388期方案1已投注，倍数324，模拟
6:27:11 20181229-0388期方案8已投注，倍数86，模拟
6:28:15 回头，下次盈利回头57.07801
6:28:17 20181229-0389期方案7已投注，倍数19，模拟
6:29:11 回头，下次盈利回头58.10401
6:29:13 20181229-0390期方案2已投注，倍数19，模拟
6:29:13 20181229-0390期方案4已投注，倍数19，模拟
6:30:12 回头，下次盈利回头60.15601
6:30:14 20181229-0391期方案1已投注，倍数19，模拟
6:30:14 20181229-0391期方案5已投注，倍数19，模拟
6:30:14 20181229-0391期方案9已投注，倍数19，模拟
6:30:14 20181229-0391期方案10已投注，倍数19，模拟
6:31:07 回头，下次盈利回头60.57401
6:31:09 20181229-0392期方案10已投注，倍数19，模拟
6:32:13 回头，下次盈利回头61.60001
6:32:15 20181229-0393期没有可投注的方案
6:33:11 20181229-0394期方案2已投注，倍数19，模拟
6:33:11 20181229-0394期方案4已投注，倍数19，模拟
6:33:11 20181229-0394期方案6已投注，倍数19，模拟
6:33:11 20181229-0394期方案9已投注，倍数19，模拟
6:34:12 20181229-0395期方案1已投注，倍数19，模拟
6:34:12 20181229-0395期方案6已投注，倍数86，模拟
6:34:12 20181229-0395期方案9已投注，倍数86，模拟
6:35:17 20181229-0396期方案1已投注，倍数86，模拟
6:35:17 20181229-0396期方案9已投注，倍数324，模拟
6:36:11 回头，下次盈利回头70.41602
6:36:13 20181229-0397期没有可投注的方案
6:37:14 20181229-0398期方案5已投注，倍数19，模拟
6:37:14 20181229-0398期方案6已投注，倍数19，模拟
6:38:07 回头，下次盈利回头72.46802
6:38:09 20181229-0399期没有可投注的方案
6:39:15 20181229-0400期没有可投注的方案
6:40:16 20181229-0401期方案5已投注，倍数19，模拟
6:41:12 20181229-0402期方案5已投注，倍数86，模拟
6:41:12 20181229-0402期方案9已投注，倍数19，模拟
6:42:18 20181229-0403期方案9已投注，倍数86，模拟
6:43:12 回头，下次盈利回头76.43601
6:43:14 20181229-0404期方案5已投注，倍数19，模拟
6:44:13 回头，下次盈利回头77.46201
6:44:15 20181229-0405期没有可投注的方案
6:45:10 20181229-0406期方案2已投注，倍数19，模拟
6:46:17 20181229-0407期方案2已投注，倍数86，模拟
6:47:13 20181229-0408期方案2已投注，倍数324，模拟
6:48:11 模拟爆掉，转为实战
6:48:13 20181229-0409期没有可投注的方案
6:49:14 20181229-0410期方案1已投注，倍数30，
6:50:10 20181229-0411期方案1已投注，倍数136，
6:50:10 20181229-0411期方案2已投注，倍数30，
6:51:16 20181229-0412期方案2已投注，倍数136，
6:52:06 回头，下次盈利回头6.298
6:52:08 20181229-0413期没有可投注的方案
6:53:14 20181229-0414期没有可投注的方案
6:54:15 20181229-0415期没有可投注的方案
6:55:16 20181229-0416期没有可投注的方案
6:56:17 20181229-0417期方案1已投注，倍数30，
6:56:17 20181229-0417期方案4已投注，倍数30，
6:56:17 20181229-0417期方案10已投注，倍数30，
6:57:10 当前盈利11.148，触发盈利转换
6:57:12 20181229-0418期没有可投注的方案
6:58:13 20181229-0419期方案3已投注，倍数19，模拟
6:59:09 20181229-0420期方案3已投注，倍数86，模拟
6:59:09 20181229-0420期方案8已投注，倍数19，模拟
6:59:09 20181229-0420期方案10已投注，倍数19，模拟
7:00:15 20181229-0421期方案3已投注，倍数324，模拟
7:00:15 20181229-0421期方案6已投注，倍数19，模拟
7:01:09 回头，下次盈利回头5.884003
7:01:11 20181229-0422期没有可投注的方案
7:02:11 20181229-0423期方案9已投注，倍数19，模拟
7:03:18 20181229-0424期方案1已投注，倍数19，模拟
7:03:18 20181229-0424期方案4已投注，倍数19，模拟
7:03:18 20181229-0424期方案7已投注，倍数19，模拟
7:03:18 20181229-0424期方案8已投注，倍数19，模拟
7:03:18 20181229-0424期方案9已投注，倍数86，模拟
7:04:11 回头，下次盈利回头8.286003
7:04:13 20181229-0425期方案3已投注，倍数19，模拟
7:04:13 20181229-0425期方案5已投注，倍数19，模拟
7:04:13 20181229-0425期方案6已投注，倍数19，模拟
7:04:13 20181229-0425期方案8已投注，倍数19，模拟
7:05:14 20181229-0426期方案3已投注，倍数86，模拟
7:05:14 20181229-0426期方案5已投注，倍数86，模拟
7:05:14 20181229-0426期方案6已投注，倍数86，模拟
7:05:14 20181229-0426期方案8已投注，倍数86，模拟
7:06:10 20181229-0427期方案3已投注，倍数324，模拟
7:07:14 模拟爆掉，转为实战
7:07:16 20181229-0428期方案5已投注，倍数30，
7:07:16 20181229-0428期方案9已投注，倍数30，
7:08:16 20181229-0429期方案1已投注，倍数30，
7:08:16 20181229-0429期方案3已投注，倍数30，
7:08:16 20181229-0429期方案9已投注，倍数136，
7:09:10 回头，下次盈利回头8.014
7:09:12 20181229-0430期方案10已投注，倍数30，
7:10:06 当前盈利9.624，触发盈利转换
7:10:08 20181229-0431期方案6已投注，倍数19，模拟
7:11:12 回头，下次盈利回头1.036
7:11:14 20181229-0432期没有可投注的方案
7:12:14 20181229-0433期方案8已投注，倍数19，模拟
7:12:14 20181229-0433期方案10已投注，倍数19，模拟
7:13:10 20181229-0434期方案1已投注，倍数19，模拟
7:13:10 20181229-0434期方案2已投注，倍数19，模拟
7:13:10 20181229-0434期方案4已投注，倍数19，模拟
7:13:10 20181229-0434期方案8已投注，倍数86，模拟
7:14:11 20181229-0435期方案1已投注，倍数86，模拟
7:14:11 20181229-0435期方案2已投注，倍数86，模拟
7:14:11 20181229-0435期方案4已投注，倍数86，模拟
7:15:10 回头，下次盈利回头9.998
7:15:12 20181229-0436期没有可投注的方案
7:16:13 20181229-0437期方案6已投注，倍数19，模拟
7:16:13 20181229-0437期方案7已投注，倍数19，模拟
7:16:13 20181229-0437期方案10已投注，倍数19，模拟
7:17:18 20181229-0438期方案7已投注，倍数86，模拟
7:18:12 回头，下次盈利回头14.034
7:18:14 20181229-0439期方案5已投注，倍数19，模拟
7:19:13 回头，下次盈利回头15.06
7:19:15 20181229-0440期没有可投注的方案
7:20:11 20181229-0441期方案1已投注，倍数19，模拟
7:21:10 回头，下次盈利回头16.086
7:21:12 20181229-0442期没有可投注的方案
7:22:08 20181229-0443期方案2已投注，倍数19，模拟
7:23:14 20181229-0444期方案2已投注，倍数86，模拟
7:24:14 20181229-0445期方案2已投注，倍数324，模拟
7:25:08 回头，下次盈利回头18.882
7:25:10 20181229-0446期没有可投注的方案
7:26:16 20181229-0447期没有可投注的方案
7:27:12 20181229-0448期方案1已投注，倍数19，模拟
7:28:11 回头，下次盈利回头19.908
7:28:13 20181229-0449期方案8已投注，倍数19，模拟
7:29:17 回头，下次盈利回头20.934
7:29:19 20181229-0450期没有可投注的方案
7:30:16 20181229-0451期方案7已投注，倍数19，模拟
7:30:16 20181229-0451期方案8已投注，倍数19，模拟
7:31:15 回头，下次盈利回头22.986
7:31:17 20181229-0452期没有可投注的方案
7:32:13 20181229-0453期方案9已投注，倍数19，模拟
7:33:12 回头，下次盈利回头24.012
7:33:14 20181229-0454期没有可投注的方案
7:34:09 20181229-0455期方案8已投注，倍数19，模拟
7:35:14 回头，下次盈利回头25.03801
7:35:16 20181229-0456期没有可投注的方案
7:36:11 20181229-0457期没有可投注的方案
7:37:12 20181229-0458期没有可投注的方案
7:38:18 20181229-0459期没有可投注的方案
7:39:14 20181229-0460期没有可投注的方案
7:40:15 20181229-0461期没有可投注的方案
7:41:10 20181229-0462期没有可投注的方案
7:42:11 20181229-0463期方案1已投注，倍数19，模拟
7:43:10 回头，下次盈利回头26.06401
7:43:12 20181229-0464期没有可投注的方案
7:44:13 20181229-0465期没有可投注的方案
7:45:14 20181229-0466期方案10已投注，倍数19，模拟
7:46:10 20181229-0467期方案10已投注，倍数86，模拟
7:47:12 回头，下次盈利回头28.04801
7:47:14 20181229-0468期方案7已投注，倍数19，模拟
7:48:11 20181229-0469期方案7已投注，倍数86，模拟
7:49:16 回头，下次盈利回头30.03201
7:49:18 20181229-0470期没有可投注的方案
7:50:19 20181229-0471期没有可投注的方案
7:51:10 20181229-0472期没有可投注的方案
7:52:16 20181229-0473期方案4已投注，倍数19，模拟
7:53:10 回头，下次盈利回头31.05801
7:53:12 20181229-0474期方案1已投注，倍数19，模拟
7:54:13 20181229-0475期方案1已投注，倍数86，模拟
7:55:14 20181229-0476期方案1已投注，倍数324，模拟
7:55:14 20181229-0476期方案4已投注，倍数19，模拟
7:56:13 回头，下次盈利回头34.88001
7:56:15 20181229-0477期没有可投注的方案
7:57:15 20181229-0478期方案2已投注，倍数19，模拟
7:58:11 20181229-0479期方案2已投注，倍数86，模拟
7:58:11 20181229-0479期方案5已投注，倍数19，模拟
7:58:11 20181229-0479期方案6已投注，倍数19，模拟
7:59:18 20181229-0480期方案2已投注，倍数324，模拟
8:00:12 回头，下次盈利回头39.72801
8:00:14 20181229-0481期没有可投注的方案
8:01:12 20181229-0482期没有可投注的方案
8:02:09 20181229-0483期方案5已投注，倍数19，模拟
8:03:14 回头，下次盈利回头40.75401
8:03:16 20181229-0484期方案6已投注，倍数19，模拟
8:04:10 回头，下次盈利回头41.78001
8:04:12 20181229-0485期没有可投注的方案
8:05:13 20181229-0486期方案3已投注，倍数19，模拟
8:06:12 回头，下次盈利回头42.80601
8:06:14 20181229-0487期没有可投注的方案
8:07:10 20181229-0488期方案2已投注，倍数19，模拟
8:07:10 20181229-0488期方案3已投注，倍数19，模拟
8:07:10 20181229-0488期方案7已投注，倍数19，模拟
8:07:10 20181229-0488期方案10已投注，倍数19，模拟
8:08:14 回头，下次盈利回头46.91001
8:08:16 20181229-0489期方案4已投注，倍数19，模拟
8:09:09 回头，下次盈利回头47.93601
8:09:12 20181229-0490期方案6已投注，倍数19，模拟
8:09:12 20181229-0490期方案9已投注，倍数19，模拟
8:10:12 20181229-0491期方案9已投注，倍数86，模拟
8:10:12 20181229-0491期方案10已投注，倍数19，模拟
8:11:19 20181229-0492期方案8已投注，倍数19，模拟
8:11:19 20181229-0492期方案9已投注，倍数324，模拟
8:11:19 20181229-0492期方案10已投注，倍数86，模拟
8:12:12 模拟爆掉，转为实战
8:12:14 20181229-0493期方案9已投注，倍数30，
8:13:15 20181229-0494期方案9已投注，倍数136，
8:14:09 回头，下次盈利回头3.154
8:14:11 20181229-0495期方案6已投注，倍数30，
8:14:11 20181229-0495期方案8已投注，倍数30，
8:15:15 回头，下次盈利回头6.394
8:15:17 20181229-0496期没有可投注的方案
8:16:12 20181229-0497期方案1已投注，倍数30，
8:17:11 回头，下次盈利回头8.014
8:17:13 20181229-0498期没有可投注的方案
8:18:10 20181229-0499期没有可投注的方案
8:19:16 20181229-0500期没有可投注的方案
8:20:17 20181229-0501期没有可投注的方案
8:21:12 20181229-0502期没有可投注的方案
8:22:18 20181229-0503期方案6已投注，倍数30，
8:23:14 20181229-0504期方案6已投注，倍数136，
8:23:14 20181229-0504期方案9已投注，倍数30，
8:24:13 当前盈利12.768，触发盈利转换
8:24:15 20181229-0505期没有可投注的方案
8:25:11 20181229-0506期没有可投注的方案
8:26:11 20181229-0507期方案5已投注，倍数19，模拟
8:26:11 20181229-0507期方案7已投注，倍数19，模拟
8:26:12 20181229-0507期方案9已投注，倍数19，模拟
8:27:10 回头，下次盈利回头3.088
8:27:12 20181229-0508期没有可投注的方案
8:28:13 20181229-0509期方案6已投注，倍数19，模拟
8:29:14 回头，下次盈利回头4.114001
8:29:16 20181229-0510期方案9已投注，倍数19，模拟
8:30:12 回头，下次盈利回头5.140001
8:30:14 20181229-0511期方案10已投注，倍数19，模拟
8:31:13 20181229-0512期方案10已投注，倍数86，模拟
8:32:12 回头，下次盈利回头7.124001
8:32:14 20181229-0513期方案6已投注，倍数19，模拟
8:32:14 20181229-0513期方案9已投注，倍数19，模拟
8:32:14 20181229-0513期方案10已投注，倍数19，模拟
8:33:13 20181229-0514期方案10已投注，倍数86，模拟
8:34:34 回头，下次盈利回头11.16
8:34:36 20181229-0515期方案1已投注，倍数19，模拟
8:34:36 20181229-0515期方案8已投注，倍数19，模拟
8:35:10 20181229-0516期方案1已投注，倍数86，模拟
8:36:12 回头，下次盈利回头14.17
8:36:14 20181229-0517期方案7已投注，倍数19，模拟
8:36:14 20181229-0517期方案9已投注，倍数19，模拟
8:37:08 回头，下次盈利回头16.222
8:37:10 20181229-0518期没有可投注的方案
8:38:19 20181229-0519期方案3已投注，倍数19，模拟
8:39:10 20181229-0520期方案3已投注，倍数86，模拟
8:40:15 回头，下次盈利回头18.206
8:40:17 20181229-0521期没有可投注的方案
8:41:14 20181229-0522期方案3已投注，倍数19，模拟
8:41:14 20181229-0522期方案5已投注，倍数19，模拟
8:41:14 20181229-0522期方案8已投注，倍数19，模拟
8:42:15 20181229-0523期方案5已投注，倍数86，模拟
8:43:11 20181229-0524期方案5已投注，倍数324，模拟
8:43:11 20181229-0524期方案10已投注，倍数19，模拟
8:44:10 回头，下次盈利回头20.394
8:44:12 20181229-0525期方案6已投注，倍数19，模拟
8:44:12 20181229-0525期方案10已投注，倍数19，模拟
8:44:22 请求奖期信息错误, Found, 重试1...
8:44:24 请求奖期信息错误, Found, 重试2...
8:44:26 请求奖期信息错误, Found, 重试3...
8:44:29 请求奖期信息错误, Found, 重试4...
8:44:31 请求奖期信息错误, Found, 重试5...
8:44:34 重试失败！
=======
9:31:10 20181228-0572期没有可投注的方案
9:32:13 20181228-0573期方案8已投注，倍数42，模拟
9:32:13 20181228-0573期方案9已投注，倍数42，模拟
9:33:08 回头，下次盈利回头4.546001
9:33:10 20181228-0574期方案2已投注，倍数42，模拟
9:34:09 20181228-0575期方案2已投注，倍数191，模拟
9:35:09 回头，下次盈利回头8.980001
9:35:11 20181228-0576期方案5已投注，倍数42，模拟
9:35:11 20181228-0576期方案9已投注，倍数42，模拟
9:36:07 20181228-0577期方案8已投注，倍数42，模拟
9:36:07 20181228-0577期方案9已投注，倍数191，模拟
9:37:11 回头，下次盈利回头17.95
9:37:13 20181228-0578期方案3已投注，倍数42，模拟
9:38:08 回头，下次盈利回头20.218
9:38:10 20181228-0579期没有可投注的方案
9:39:11 20181228-0580期方案7已投注，倍数42，模拟
9:39:11 20181228-0580期方案8已投注，倍数42，模拟
9:40:04 回头，下次盈利回头24.754
9:40:07 20181228-0581期没有可投注的方案
9:41:08 20181228-0582期方案3已投注，倍数42，模拟
9:42:13 回头，下次盈利回头27.022
9:42:15 20181228-0583期方案1已投注，倍数42，模拟
9:43:11 20181228-0584期方案1已投注，倍数191，模拟
9:43:11 20181228-0584期方案6已投注，倍数42，模拟
9:44:10 回头，下次盈利回头33.724
9:44:12 20181228-0585期方案1已投注，倍数42，模拟
9:44:12 20181228-0585期方案8已投注，倍数42，模拟
9:44:12 20181228-0585期方案9已投注，倍数42，模拟
9:45:06 回头，下次盈利回头40.528
9:45:08 20181228-0586期方案1已投注，倍数42，模拟
9:45:08 20181228-0586期方案3已投注，倍数42，模拟
9:46:07 回头，下次盈利回头45.064
9:46:09 20181228-0587期没有可投注的方案
9:47:05 20181228-0588期没有可投注的方案
9:48:12 20181228-0589期没有可投注的方案
9:49:08 20181228-0590期方案2已投注，倍数42，模拟
9:50:09 20181228-0591期方案2已投注，倍数191，模拟
9:51:08 回头，下次盈利回头49.498
9:51:10 20181228-0592期没有可投注的方案
9:52:07 20181228-0593期没有可投注的方案
9:53:13 20181228-0594期没有可投注的方案
9:54:09 20181228-0595期没有可投注的方案
9:55:10 20181228-0596期方案8已投注，倍数42，模拟
9:56:10 回头，下次盈利回头51.766
9:56:12 20181228-0597期没有可投注的方案
9:57:08 20181228-0598期没有可投注的方案
9:58:14 20181228-0599期方案5已投注，倍数42，模拟
9:59:10 20181228-0600期方案5已投注，倍数191，模拟
10:00:08 回头，下次盈利回头56.2
10:00:10 20181228-0601期没有可投注的方案
10:01:06 20181228-0602期没有可投注的方案
10:02:12 20181228-0603期没有可投注的方案
10:03:13 20181228-0604期方案5已投注，倍数42，模拟
10:03:13 20181228-0604期方案6已投注，倍数42，模拟
10:03:13 20181228-0604期方案7已投注，倍数42，模拟
10:04:07 回头，下次盈利回头63.004
10:04:09 20181228-0605期没有可投注的方案
10:05:15 20181228-0606期没有可投注的方案
10:06:06 20181228-0607期没有可投注的方案
10:07:10 20181228-0608期没有可投注的方案
10:08:16 20181228-0609期没有可投注的方案
10:09:09 20181228-0610期方案7已投注，倍数42，模拟
10:10:08 回头，下次盈利回头65.272
10:10:10 20181228-0611期没有可投注的方案
10:11:16 20181228-0612期没有可投注的方案
10:12:12 20181228-0613期没有可投注的方案
10:13:08 20181228-0614期方案2已投注，倍数42，模拟
10:14:10 20181228-0615期方案2已投注，倍数191，模拟
10:15:16 20181228-0616期方案2已投注，倍数720，模拟
10:15:16 20181228-0616期方案4已投注，倍数42，模拟
10:15:16 20181228-0616期方案5已投注，倍数42，模拟
10:15:16 20181228-0616期方案8已投注，倍数42，模拟
10:16:10 模拟爆掉，转为实战
10:16:12 20181228-0617期没有可投注的方案
10:17:08 20181228-0618期没有可投注的方案
10:18:10 20181228-0619期没有可投注的方案
10:19:11 20181228-0620期方案3已投注，倍数42，
10:19:11 20181228-0620期方案9已投注，倍数42，
10:20:07 20181228-0621期方案6已投注，倍数42，
10:20:07 20181228-0621期方案9已投注，倍数191，
10:21:11 回头，下次盈利回头8.980001
10:21:13 20181228-0622期没有可投注的方案
10:22:09 20181228-0623期没有可投注的方案
10:23:10 20181228-0624期没有可投注的方案
10:24:11 20181228-0625期没有可投注的方案
10:25:08 20181228-0626期方案1已投注，倍数42，
10:25:08 20181228-0626期方案4已投注，倍数42，
10:26:14 20181228-0627期方案1已投注，倍数191，
10:27:11 20181228-0628期方案1已投注，倍数720，
10:28:10 当前盈利17.498，触发盈利转换
10:28:12 20181228-0629期没有可投注的方案
10:29:09 20181228-0630期没有可投注的方案
10:30:10 20181228-0631期没有可投注的方案
10:31:17 20181228-0632期方案6已投注，倍数42，模拟
10:32:07 回头，下次盈利回头2.278
10:32:09 20181228-0633期没有可投注的方案
10:33:10 20181228-0634期没有可投注的方案
10:34:06 20181228-0635期没有可投注的方案
10:35:13 20181228-0636期没有可投注的方案
10:36:08 20181228-0637期没有可投注的方案
10:37:09 20181228-0638期方案6已投注，倍数42，模拟
10:37:09 20181228-0638期方案10已投注，倍数42，模拟
10:38:15 20181228-0639期方案10已投注，倍数191，模拟
10:39:11 20181228-0640期方案10已投注，倍数720，模拟
10:40:10 模拟爆掉，转为实战
10:40:12 20181228-0641期方案1已投注，倍数42，
10:41:06 回头，下次盈利回头2.278
10:41:08 20181228-0642期没有可投注的方案
10:42:10 20181228-0643期没有可投注的方案
10:43:06 20181228-0644期没有可投注的方案
10:44:09 20181228-0645期方案5已投注，倍数42，
10:45:13 回头，下次盈利回头4.546001
10:45:15 20181228-0646期方案9已投注，倍数42，
10:46:09 回头，下次盈利回头6.814001
10:46:11 20181228-0647期方案2已投注，倍数42，
10:46:11 20181228-0647期方案5已投注，倍数42，
10:47:10 当前盈利11.34，触发盈利转换
10:47:12 20181228-0648期方案8已投注，倍数42，模拟
10:48:09 20181228-0649期方案6已投注，倍数42，模拟
10:48:09 20181228-0649期方案8已投注，倍数191，模拟
10:48:09 20181228-0649期方案10已投注，倍数42，模拟
10:49:10 20181228-0650期方案8已投注，倍数720，模拟
10:49:10 20181228-0650期方案10已投注，倍数191，模拟
10:50:15 回头，下次盈利回头12.972
10:50:17 20181228-0651期没有可投注的方案
10:51:13 20181228-0652期没有可投注的方案
10:52:14 20181228-0653期方案5已投注，倍数42，模拟
10:53:08 回头，下次盈利回头15.24
10:53:10 20181228-0654期方案2已投注，倍数42，模拟
10:54:11 20181228-0655期方案2已投注，倍数191，模拟
10:55:05 回头，下次盈利回头19.674
10:55:07 20181228-0656期没有可投注的方案
10:56:14 20181228-0657期方案9已投注，倍数42，模拟
10:57:04 回头，下次盈利回头21.942
10:57:06 20181228-0658期没有可投注的方案
10:58:12 20181228-0659期没有可投注的方案
10:59:13 20181228-0660期方案1已投注，倍数42，模拟
10:59:13 20181228-0660期方案4已投注，倍数42，模拟
10:59:13 20181228-0660期方案7已投注，倍数42，模拟
10:59:13 20181228-0660期方案9已投注，倍数42，模拟
10:59:13 20181228-0660期方案10已投注，倍数42，模拟
11:00:23 回头，下次盈利回头25.134
11:00:25 20181228-0661期方案1已投注，倍数42，模拟
11:01:10 20181228-0662期方案1已投注，倍数191，模拟
11:01:10 20181228-0662期方案2已投注，倍数42，模拟
11:01:10 20181228-0662期方案5已投注，倍数42，模拟
11:01:10 20181228-0662期方案8已投注，倍数42，模拟
11:02:04 回头，下次盈利回头28.224
11:02:06 20181228-0663期方案5已投注，倍数42，模拟
11:03:06 回头，下次盈利回头30.492
11:03:08 20181228-0664期方案8已投注，倍数42，模拟
11:04:07 回头，下次盈利回头32.76
11:04:09 20181228-0665期没有可投注的方案
11:05:10 20181228-0666期没有可投注的方案
11:06:12 20181228-0667期方案1已投注，倍数42，模拟
11:06:12 20181228-0667期方案3已投注，倍数42，模拟
11:07:08 20181228-0668期方案1已投注，倍数191，模拟
11:07:08 20181228-0668期方案3已投注，倍数191，模拟
11:07:08 20181228-0668期方案6已投注，倍数42，模拟
11:08:10 20181228-0669期方案1已投注，倍数720，模拟
11:08:10 20181228-0669期方案3已投注，倍数720，模拟
11:08:10 20181228-0669期方案4已投注，倍数42，模拟
11:09:04 模拟爆掉，转为实战
11:09:06 20181228-0670期方案1已投注，倍数42，
11:09:06 20181228-0670期方案3已投注，倍数42，
11:09:06 20181228-0670期方案9已投注，倍数42，
11:10:11 回头，下次盈利回头6.814001
11:10:13 20181228-0671期方案4已投注，倍数42，
11:11:07 当前盈利9.072001，触发盈利转换
11:11:09 20181228-0672期没有可投注的方案
11:12:11 20181228-0673期方案7已投注，倍数42，模拟
11:13:11 回头，下次盈利回头2.278
11:13:13 20181228-0674期方案1已投注，倍数42，模拟
11:14:07 回头，下次盈利回头4.546001
11:14:09 20181228-0675期没有可投注的方案
11:15:10 20181228-0676期方案8已投注，倍数42，模拟
11:16:05 回头，下次盈利回头6.814001
11:16:07 20181228-0677期方案6已投注，倍数42，模拟
11:16:07 20181228-0677期方案7已投注，倍数42，模拟
11:17:14 20181228-0678期方案6已投注，倍数191，模拟
11:18:14 20181228-0679期方案3已投注，倍数42，模拟
11:18:14 20181228-0679期方案6已投注，倍数720，模拟
11:18:14 20181228-0679期方案7已投注，倍数42，模拟
11:19:08 回头，下次盈利回头11.73001
11:19:10 20181228-0680期方案3已投注，倍数42，模拟
11:20:15 回头，下次盈利回头13.99801
11:20:17 20181228-0681期没有可投注的方案
11:21:08 20181228-0682期方案1已投注，倍数42，模拟
11:21:08 20181228-0682期方案9已投注，倍数42，模拟
11:22:13 回头，下次盈利回头18.53401
11:22:15 20181228-0683期方案2已投注，倍数42，模拟
11:23:09 回头，下次盈利回头20.80201
11:23:11 20181228-0684期没有可投注的方案
11:24:12 20181228-0685期方案2已投注，倍数42，模拟
11:24:12 20181228-0685期方案4已投注，倍数42，模拟
11:24:12 20181228-0685期方案9已投注，倍数42，模拟
11:25:06 回头，下次盈利回头27.60601
11:25:08 20181228-0686期没有可投注的方案
11:26:10 20181228-0687期方案4已投注，倍数42，模拟
11:26:10 20181228-0687期方案9已投注，倍数42，模拟
11:27:06 20181228-0688期方案9已投注，倍数191，模拟
11:28:05 回头，下次盈利回头34.30801
11:28:07 20181228-0689期没有可投注的方案
11:29:14 20181228-0690期没有可投注的方案
11:30:10 20181228-0691期方案2已投注，倍数42，模拟
11:31:09 回头，下次盈利回头36.57601
11:31:11 20181228-0692期没有可投注的方案
11:32:13 20181228-0693期方案6已投注，倍数42，模拟
11:32:13 20181228-0693期方案8已投注，倍数42，模拟
11:33:10 20181228-0694期方案1已投注，倍数42，模拟
11:33:10 20181228-0694期方案6已投注，倍数191，模拟
11:33:10 20181228-0694期方案7已投注，倍数42，模拟
11:33:10 20181228-0694期方案8已投注，倍数191，模拟
11:34:14 回头，下次盈利回头49.98001
11:34:16 20181228-0695期方案2已投注，倍数42，模拟
11:35:06 回头，下次盈利回头52.24801
11:35:08 20181228-0696期方案7已投注，倍数42，模拟
11:36:12 回头，下次盈利回头54.51601
11:36:14 20181228-0697期没有可投注的方案
11:37:10 20181228-0698期方案8已投注，倍数42，模拟
11:38:09 回头，下次盈利回头56.78401
11:38:11 20181228-0699期方案2已投注，倍数42，模拟
11:38:11 20181228-0699期方案4已投注，倍数42，模拟
11:39:08 20181228-0700期方案2已投注，倍数191，模拟
11:39:08 20181228-0700期方案5已投注，倍数42，模拟
11:40:07 回头，下次盈利回头65.75402
11:40:09 20181228-0701期方案4已投注，倍数42，模拟
11:41:13 回头，下次盈利回头68.02202
11:41:15 20181228-0702期方案10已投注，倍数42，模拟
11:42:04 回头，下次盈利回头70.29002
11:42:07 20181228-0703期方案3已投注，倍数42，模拟
11:43:11 回头，下次盈利回头72.55801
11:43:13 20181228-0704期方案6已投注，倍数42，模拟
11:44:08 回头，下次盈利回头74.82601
11:44:10 20181228-0705期没有可投注的方案
11:45:11 20181228-0706期方案7已投注，倍数42，模拟
11:46:06 20181228-0707期方案7已投注，倍数191，模拟
11:46:06 20181228-0707期方案8已投注，倍数42，模拟
11:47:06 回头，下次盈利回头81.52802
11:47:08 20181228-0708期方案9已投注，倍数42，模拟
11:47:08 20181228-0708期方案10已投注，倍数42，模拟
11:48:14 20181228-0709期方案9已投注，倍数191，模拟
11:49:11 20181228-0710期方案9已投注，倍数720，模拟
11:50:10 模拟爆掉，转为实战
11:50:12 20181228-0711期没有可投注的方案
11:51:19 20181228-0712期没有可投注的方案
11:52:10 20181228-0713期没有可投注的方案
11:53:06 20181228-0714期没有可投注的方案
11:54:09 20181228-0715期方案1已投注，倍数42，
11:55:15 20181228-0716期方案1已投注，倍数191，
11:55:15 20181228-0716期方案4已投注，倍数42，
11:56:12 20181228-0717期方案1已投注，倍数720，
11:56:12 20181228-0717期方案4已投注，倍数191，
11:57:13 20181228-0718期方案3已投注，倍数42，
11:57:13 20181228-0718期方案4已投注，倍数720，
11:58:07 回头，下次盈利回头6.650003
11:58:09 20181228-0719期方案3已投注，倍数42，
